,Кол-во генов в кластере,Z_max,Z_mean,Кол-во родов в кластере,Имя гена в кластере,Кол-во участков с Z-DNA в промоутере
1309,23,10894.72,2618.834808333333,21,MULTISPECIES: transcriptional regulator GcvA [Serratia],12
1310,23,2962.843,1573.46342,24,MULTISPECIES: zinc transporter ZntB [Vibrio],5
1311,23,3039.246,1747.4932,24,D-2-hydroxyacid dehydrogenase [Vibrio furnissii],4
1312,23,49376.54,7148.857480000001,24,MULTISPECIES: biopolymer transporter ExbD [Vibrio],10
1313,23,,,24,bile acid:sodium symporter family protein [Vibrio furnissii],0
1314,23,24647.41,4727.2505,22,MULTISPECIES: flagellar type III secretion system protein FliO [Kosakonia],14
1315,23,12351.13,2810.25036,23,MULTISPECIES: SoxR-reducing system protein RseC [Kosakonia],10
1316,23,3428.529,3428.529,23,MULTISPECIES: Rsd/AlgQ family anti-sigma factor [Serratia],1
1317,23,6680.689,4654.6507249999995,21,MULTISPECIES: DUF1043 family protein [Serratia],4
1318,23,3858.662,1981.3031333333336,22,MULTISPECIES: universal stress protein UspE [Serratia],3
1319,23,883.5764,833.6997,23,MULTISPECIES: UDP-glucose/GDP-mannose dehydrogenase family protein [Serratia],2
1320,23,2659.79,1578.93262,24,leucine efflux protein LeuE [Vibrio furnissii],10
1321,23,980.8116,957.39165,24,MULTISPECIES: asparagine synthase B [Vibrio],2
1322,23,2659.79,1157.3998399999998,24,electron transport complex subunit RsxC [Vibrio furnissii],5
1323,23,10272.33,3258.827228571429,24,MULTISPECIES: 1-acylglycerol-3-phosphate O-acyltransferase [Vibrio],7
1324,23,4860.206,1280.83399,24,flagellar hook-associated protein FlgL [Vibrio cholerae],10
1325,23,3428.529,1332.4182199999998,24,efflux RND transporter permease subunit [Acinetobacter bouvetii],15
1326,23,3428.529,1986.8526333333332,22,MULTISPECIES: flagellar basal body-associated protein FliL [Serratia],6
1327,23,8323.257,4645.12,24,MULTISPECIES: phosphatase PAP2 family protein [Vibrio],3
1328,23,980.8116,942.1639250000001,24,MULTISPECIES: septal ring lytic transglycosylase RlpA [Vibrio],4
1329,23,2752.447,2752.447,24,HAD-IA family hydrolase [Acinetobacter lwoffii],3
1330,23,23787.35,7908.8274249999995,24,cell division protein ZipA [Vibrio cholerae],8
1331,23,3428.529,1454.8669250000003,23,MULTISPECIES: TetR family transcriptional regulator [Aeromonas],8
1332,23,13713.99,2099.5832666666665,24,SH3 domain-containing protein [Vibrio cholerae],12
1360,22,,,20,MULTISPECIES: DUF494 family protein Smg [Kosakonia],0
1361,22,3428.529,2007.933575,23,MULTISPECIES: YeaH/YhbH family protein [Vibrio],8
1362,22,8485.756,3952.474626666667,23,exodeoxyribonuclease I [Vibrio furnissii],15
1363,22,3428.529,2394.963409090909,23,MULTISPECIES: fructose-specific PTS transporter subunit EIIC [Acinetobacter],11
1364,22,3428.529,1592.7409499999999,23,MULTISPECIES: SpoVR family protein [Vibrio],8
1365,22,3039.246,1859.7852000000003,23,5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase [Vibrio furnissii],5
1366,22,8485.756,1939.9787428571428,23,MULTISPECIES: ketoacyl-ACP synthase III [Kosakonia],7
1367,22,3428.529,2926.7558999999997,23,MULTISPECIES: U32 family peptidase [Vibrio],6
1368,22,13939.35,3705.8416333333334,23,MULTISPECIES: signal peptide peptidase SppA [Vibrio],6
1369,22,10272.33,2585.7782285714284,22,MULTISPECIES: GAF domain-containing protein [Kosakonia],7
1370,22,,,23,MULTISPECIES: PrkA family serine protein kinase [Vibrio],0
1371,22,1201.671,1201.671,21,MULTISPECIES: oligopeptide ABC transporter substrate-binding protein OppA [Kosakonia],3
1372,22,24647.41,6888.3889500000005,21,MULTISPECIES: glyceraldehyde-3-phosphate dehydrogenase [Serratia],4
1373,22,1057.108,1057.108,23,MULTISPECIES: glyceraldehyde-3-phosphate dehydrogenase [Vibrio],2
1374,22,1456.636,1171.4299,23,MULTISPECIES: co-chaperone DjlA [Vibrio],2
1375,22,2659.79,1233.204,23,malate synthase A [Vibrio cholerae],4
1376,22,908.3955,908.3955,22,MULTISPECIES: ATP-dependent RNA helicase SrmB [Serratia],1
1377,22,3428.529,1746.3307625000002,23,lipopolysaccharide heptosyltransferase II [Alcanivorax pacificus],8
1378,22,3661.11,2707.640628571429,23,YceH family protein [Vibrio cholerae],7
1379,22,1726.678,987.92462,21,MULTISPECIES: oligopeptide ABC transporter permease OppC [Kosakonia],10
1380,22,10894.72,1984.12666,23,"(2,3-dihydroxybenzoyl)adenylate synthase [Vibrio furnissii]",10
1381,22,8156.898,3274.6933750000003,23,aconitate hydratase AcnA [Alcanivorax pacificus],4
1382,22,2752.447,2752.447,23,MULTISPECIES: U32 family peptidase [Vibrio],1
1383,22,13713.99,4839.1045,23,MULTISPECIES: VF530 family DNA-binding protein [Vibrio],4
1384,22,833.0093,833.0093,19,MULTISPECIES: oligopeptide ABC transporter permease OppB [Serratia],1
1385,22,2091.083,1234.0706500000001,24,molybdate ABC transporter substrate-binding protein [Acinetobacter soli],4
1386,22,3428.529,1287.6377499999999,21,MULTISPECIES: 1-phosphofructokinase [Serratia],6
1387,22,3858.662,1978.1803090909088,22,MULTISPECIES: thymidine kinase [Kosakonia],11
1388,22,2752.447,1053.4737272727273,23,MULTISPECIES: DUF3763 domain-containing protein [Vibrio],11
1389,22,3428.529,1343.8637166666667,22,FAD:protein FMN transferase [Vibrio furnissii],6
1390,22,3428.529,1373.7214,23,MULTISPECIES: SCP2 domain-containing protein [Vibrio],9
1391,22,2752.447,2752.447,23,PhoX family phosphatase [Vibrio cholerae],1
1392,22,6420.008,3237.4121833333334,22,L-cystine transporter [Vibrio cholerae],6
1393,22,3333.338,1340.7349250000002,22,MFS transporter [Acinetobacter bouvetii],8
1394,22,8323.257,3905.5506,23,MULTISPECIES: LysR family transcriptional regulator [Vibrio],5
1395,22,13713.99,5198.730222222223,23,assimilatory sulfite reductase (NADPH) flavoprotein subunit [Vibrio cholerae],9
1396,22,3135.789,1945.5513,23,MULTISPECIES: flap endonuclease Xni [Vibrio],9
1397,22,2962.843,2962.843,17,MULTISPECIES: cold shock-like protein CspD [Serratia],1
1398,22,3428.529,2025.7234875,23,aminopeptidase PepB [Vibrio cholerae],8
1399,22,980.8116,856.6041666666666,24,diaminobutyrate--2-oxoglutarate transaminase [Vibrio furnissii],3
1400,22,8485.756,2079.214575,22,nitronate monooxygenase [Vibrio furnissii],8
1401,22,2752.447,1097.2575499999998,22,MULTISPECIES: homoserine kinase [Serratia],10
1402,22,3428.529,1968.3317600000003,23,ATPase RavA stimulator ViaA [Vibrio cholerae],5
1403,22,3428.529,1432.0083555555557,23,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA [Acinetobacter bouvetii],9
1404,22,3428.529,1506.0945000000002,22,MULTISPECIES: betaine-aldehyde dehydrogenase [Serratia],4
1405,22,3428.529,1556.2443,23,H(+)/Cl(-) exchange transporter ClcA [Vibrio furnissii],7
1406,22,2752.447,1866.6293,21,MULTISPECIES: lysine-sensitive aspartokinase 3 [Kosakonia],2
1407,22,980.8116,948.3998666666666,23,NAD(P)H-flavin reductase [Vibrio furnissii],3
1408,22,883.5764,883.5764,23,glutathione-dependent disulfide-bond oxidoreductase [Vibrio furnissii],1
1409,22,3428.529,1559.391636363636,23,MULTISPECIES: TraB/GumN family protein [Serratia],11
1410,22,915.9191,811.94102,22,MULTISPECIES: DUF485 domain-containing protein [Kosakonia],5
1411,22,2752.447,1805.542525,23,"2',3'-cyclic-nucleotide 2'-phosphodiesterase [Vibrio furnissii]",8
1412,22,1116.621,820.8943,22,EamA family transporter [Vibrio furnissii],6
1413,22,766.6232,766.6232,21,MULTISPECIES: (Na+)-NQR maturation NqrM [Serratia],1
1414,22,2752.447,2421.7650000000003,23,aminotransferase class V-fold PLP-dependent enzyme [Acinetobacter soli],2
1415,22,2943.461,1465.8725777777777,22,lipoate--protein ligase [Vibrio furnissii],9
1416,22,3428.529,2150.7565,23,ABC transporter ATP-binding protein [Vibrio cholerae],5
1417,22,2752.447,1481.5551666666668,22,MULTISPECIES: CidA/LrgA family protein [Kosakonia],3
1418,22,21732.38,4697.460333333333,22,MULTISPECIES: heme exporter protein CcmD [Vibrio],6
1419,22,3428.529,1901.55744,23,MULTISPECIES: membrane protein [Acinetobacter],5
1420,22,3428.529,2133.2741666666666,22,2-aminoethylphosphonate--pyruvate transaminase [Vibrio furnissii],6
1421,22,3249.007,1572.9951,22,MULTISPECIES: flagella biosynthesis chaperone FliJ [Enterobacteriaceae],7
1422,22,28780.5,6084.36295,23,type VI secretion system membrane subunit TssM [Vibrio furnissii],8
1423,22,3428.529,1495.6621375000002,22,pteridine reductase [Alcanivorax pacificus],8
1424,22,13713.99,3929.3386,23,MULTISPECIES: lipid asymmetry maintenance protein MlaB [Vibrio],11
1425,22,1116.621,1116.621,23,type II secretion system protein GspC [Vibrio cholerae],1
1426,22,3661.11,1601.0231222222221,23,o-succinylbenzoate--CoA ligase [Vibrio furnissii],9
1427,22,883.5764,883.5764,23,MULTISPECIES: 2-hydroxyacid dehydrogenase [Vibrio],1
1428,22,13713.99,1987.7748285714283,23,MULTISPECIES: response regulator [Vibrio],14
1429,22,1201.671,1201.671,23,type II secretion system protein N [Vibrio furnissii],1
1430,22,1202.592,1202.592,23,dicarboxylate/amino acid:cation symporter [Vibrio furnissii],1
1431,22,1220.255,1004.0756333333334,23,cytochrome b562 [Vibrio cholerae],3
1432,22,2943.461,1699.0271333333333,23,translesion DNA synthesis-associated protein ImuA [Vibrio furnissii],3
1433,22,3428.529,1264.2064125,23,methyl-accepting chemotaxis protein [Vibrio furnissii],8
1449,21,13713.99,3094.0216,22,MULTISPECIES: acetolactate synthase 2 catalytic subunit [Vibrio],11
1450,21,13713.99,7309.155,22,MULTISPECIES: spermidine/putrescine ABC transporter ATP-binding protein PotA [Vibrio],2
1451,21,3428.529,1902.611777777778,22,MULTISPECIES: methylglyoxal synthase [Vibrio],9
1452,21,2752.447,1327.5652750000002,22,MULTISPECIES: CBS domain-containing protein [Acinetobacter],4
1453,21,2752.447,1572.7478571428571,22,MULTISPECIES: spermidine/putrescine ABC transporter permease PotC [Vibrio],7
1454,21,8323.257,3865.313739999999,22,extracellular solute-binding protein [Vibrio cholerae],5
1455,21,890.8774,862.28855,22,MULTISPECIES: aminoacyl-histidine dipeptidase [Vibrio],4
1456,21,3700.972,2063.8889999999997,15,MULTISPECIES: DUF1328 domain-containing protein [Enterobacterales],4
1457,21,,,22,MULTISPECIES: spermidine/putrescine ABC transporter permease PotB [Vibrio],0
1458,21,980.8116,872.3303333333333,20,MULTISPECIES: 7-cyano-7-deazaguanine/7-aminomethyl-7-deazaguanine transporter [Kosakonia],3
1459,21,13713.99,2740.2482625,22,Fe/S-dependent 2-methylisocitrate dehydratase AcnD [Vibrio furnissii],8
1460,21,3403.051,1711.8471714285715,21,MULTISPECIES: asparagine--tRNA ligase [Kosakonia],14
1461,21,569.7176,569.7176,22,DUF167 family protein YggU [Vibrio furnissii],1
1462,21,,,20,MULTISPECIES: pyruvate dehydrogenase complex transcriptional repressor PdhR [Serratia],0
1463,21,2173.083,1115.65346,22,2-methylaconitate cis-trans isomerase PrpF [Acinetobacter bouvetii],5
1464,21,,,22,assimilatory sulfite reductase (NADPH) hemoprotein subunit [Vibrio furnissii],0
1465,21,38833.58,4718.886621428572,22,MULTISPECIES: transcription/translation regulatory transformer protein RfaH [Enterobacteriaceae],14
1466,21,3661.11,1699.9487333333334,22,MULTISPECIES: DUF4442 domain-containing protein [Vibrio],3
1467,21,2752.447,1112.0866555555558,22,iron ABC transporter permease [Vibrio cholerae],9
1468,21,883.5764,801.0341000000001,20,MULTISPECIES: type II toxin-antitoxin system RatA family toxin [Serratia],2
1469,21,908.3955,902.190725,22,MULTISPECIES: bifunctional aspartate kinase/homoserine dehydrogenase I [Serratia],4
1470,21,883.5764,874.8448400000001,22,MULTISPECIES: SelT/SelW/SelH family protein [Vibrio],15
1471,21,38833.58,6700.61643076923,22,"2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase [Vibrio furnissii]",13
1472,21,3428.529,1488.42865,20,MULTISPECIES: LysR family transcriptional regulator ArgP [Serratia],8
1473,21,2183.574,1483.6985,22,MULTISPECIES: intermembrane transport protein PqiB [Aeromonas],2
1474,21,2091.083,1339.768775,22,MULTISPECIES: isoprenoid biosynthesis glyoxalase ElbB [Vibrio],4
1475,21,,,21,MULTISPECIES: non-heme ferritin [Vibrio],0
1476,21,948.8341,906.0956,22,2OG-Fe(II) oxygenase [Vibrio cholerae],4
1477,21,2492.419,1129.9078,22,riboflavin synthase [Vibrio furnissii],7
1478,21,883.5764,850.3252666666667,22,MULTISPECIES: 30S ribosomal protein S12 methylthiotransferase accessory protein YcaO [Serratia],9
1479,21,2183.574,1439.4538900000002,22,MULTISPECIES: YebG family protein [Gammaproteobacteria],10
1480,21,16739.64,3345.312746153846,22,nucleotidyltransferase family protein [Acinetobacter bouvetii],13
1481,21,572.5964,572.5964,22,envelope biogenesis factor ElyC [Vibrio cholerae],1
1482,21,3661.11,1157.1470545454547,22,MULTISPECIES: SulP family inorganic anion transporter [Vibrio],11
1483,21,4545.701,1459.58544,22,ATP-dependent DNA helicase DinG [Vibrio furnissii],10
1484,21,2659.79,1243.07034,20,MULTISPECIES: 6-N-hydroxylaminopurine resistance protein [Serratia],10
1485,21,13713.99,2870.94966,20,MULTISPECIES: YkgJ family cysteine cluster protein [Enterobacteriaceae],10
1486,21,13713.99,4736.598925,22,hemin ABC transporter substrate-binding protein [Vibrio cholerae],8
1487,21,1737.612,1500.84836,22,MULTISPECIES: LysR family transcriptional regulator [Vibrio],10
1488,21,883.5764,883.5764,22,MULTISPECIES: peptidoglycan DD-metalloendopeptidase ShyA [Vibrio],1
1489,21,13713.99,3718.129944444445,21,MULTISPECIES: endonuclease SmrB [Kosakonia],9
1490,21,3428.529,1166.0896,22,molecular chaperone [Vibrio cholerae],11
1491,21,2173.083,1310.8726,21,MULTISPECIES: 8-oxo-dGTP diphosphatase MutT [Vibrio],5
1492,21,651.3941,651.3941,23,DUF523 and DUF1722 domain-containing protein [Vibrio cholerae],1
1493,21,2752.447,2178.849333333333,22,glutamine amidotransferase [Vibrio furnissii],3
1494,21,8922.646,2659.7088400000002,22,LysE family translocator [Vibrio furnissii],10
1495,21,8485.756,1970.3170333333337,18,MULTISPECIES: two-component system response regulator PhoP [Serratia],9
1496,21,18247.98,2545.4923272727274,22,N-acetylmuramoyl-L-alanine amidase [Vibrio cholerae],11
1497,21,3039.246,1328.973,22,glyoxalase/bleomycin resistance/extradiol dioxygenase family protein [Vibrio furnissii],4
1498,21,883.5764,883.5764,21,aerobic respiration two-component sensor histidine kinase ArcB [Vibrio furnissii],1
1499,21,3428.529,2543.611116666667,22,MULTISPECIES: adenosine deaminase [Vibrio],6
1500,21,883.5764,824.4073333333334,22,GNAT family N-acetyltransferase [Vibrio furnissii],6
1501,21,38833.58,5380.621177777777,22,Slp family lipoprotein [Vibrio cholerae],9
1502,21,6680.689,2763.3893199999998,22,MULTISPECIES: isovaleryl-CoA dehydrogenase [Acinetobacter],5
1503,21,1001.01,1001.01,22,DEAD/DEAH box helicase [Vibrio furnissii],1
1504,21,38833.58,9373.182364285714,17,MULTISPECIES: transcriptional regulator AsnC [Enterobacteriaceae],14
1505,21,3428.529,2452.2628333333337,22,MULTISPECIES: superoxide dismutase family protein [Acinetobacter],3
1506,21,13713.99,6572.209722222222,22,ABC transporter permease subunit [Vibrio furnissii],9
1507,21,4545.701,1863.0182800000002,21,MULTISPECIES: MarR family transcriptional regulator [Acinetobacter],5
1508,21,24647.41,4666.939057142858,21,MULTISPECIES: bifunctional NADP-dependent 3-hydroxy acid dehydrogenase/3-hydroxypropionate dehydrogenase YdfG [Kosakonia],7
1509,21,3428.529,1511.817025,21,protein disulfide oxidoreductase [Psychrobacter arcticus],4
1510,21,28780.5,10182.550933333334,20,MULTISPECIES: flavodoxin FldA [Serratia],3
1511,21,13713.99,5690.649427272727,20,MULTISPECIES: transcriptional regulator SlyA [Serratia],11
1512,21,38833.58,5552.84448,23,ATP-binding protein [Vibrio furnissii],10
1513,21,2524.967,1126.6115,19,MULTISPECIES: glycine zipper 2TM domain-containing protein [Serratia],8
1514,21,3661.11,2139.2900799999998,22,MULTISPECIES: META domain-containing protein [Vibrio],5
1515,21,3428.529,1594.19585,22,HAMP domain-containing histidine kinase [Vibrio furnissii],4
1516,21,8485.756,2330.6414571428572,18,MULTISPECIES: acetolactate synthase 2 small subunit [Enterobacterales],7
1517,21,883.5764,883.5764,23,MULTISPECIES: copper resistance protein NlpE N-terminal domain-containing protein [Vibrio],1
1518,21,3428.529,1457.5307249999998,22,"2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase [Vibrio furnissii]",8
1519,21,1737.612,850.8269750000002,22,MULTISPECIES: LysR family transcriptional regulator [Vibrio],8
1520,21,2945.877,1236.1844800000001,22,MULTISPECIES: DUF465 domain-containing protein [Acinetobacter],5
1521,21,1248.717,1078.35535,21,MULTISPECIES: molybdopterin adenylyltransferase [Serratia],4
1522,21,138924.1,138924.1,22,FAD-binding oxidoreductase [Vibrio furnissii],1
1523,21,907.7149,863.3718,22,LysR family transcriptional regulator [Vibrio furnissii],4
1569,20,1264.189,1264.189,21,MULTISPECIES: aspartate/tyrosine/aromatic aminotransferase [Vibrio],1
1570,20,3428.529,2106.176,18,MULTISPECIES: ROK family transcriptional regulator [Kosakonia],4
1571,20,13713.99,7798.12455,21,DNA topoisomerase III [Vibrio furnissii],12
1572,20,4615.4,1630.970445454546,21,maltose ABC transporter permease MalF [Vibrio cholerae],11
1573,20,1264.189,1095.5980499999998,19,MULTISPECIES: peptide ABC transporter ATP-binding protein SapF [Enterobacteriaceae],6
1574,20,3661.11,1114.6390444444444,21,MULTISPECIES: 16S rRNA (cytosine(1407)-C(5))-methyltransferase RsmF [Vibrio],9
1575,20,3428.529,3090.4880000000003,19,MULTISPECIES: RNA polymerase sigma factor RpoS [Kosakonia],4
1576,20,12351.13,2613.839,21,"guanosine-5'-triphosphate,3'-diphosphate diphosphatase [Vibrio furnissii]",11
1577,20,1270.044,1270.044,21,MULTISPECIES: transcriptional regulator TyrR [Vibrio],1
1578,20,904.32,904.32,21,MULTISPECIES: PTS mannitol transporter subunit IICBA [Vibrio],1
1579,20,3428.529,2069.5583416666664,20,MULTISPECIES: 3-deoxy-7-phosphoheptulonate synthase [Serratia],12
1580,20,,,17,MULTISPECIES: DUF3461 family protein [Serratia],0
1581,20,13713.99,6413.365033333333,21,MULTISPECIES: homoserine O-succinyltransferase [Vibrio],6
1582,20,883.5764,844.592,19,MULTISPECIES: ATP-binding cassette domain-containing protein [Aeromonas],3
1583,20,883.5764,883.5764,21,MULTISPECIES: phage shock protein operon transcriptional activator [Vibrio],2
1584,20,908.3955,908.3955,21,MULTISPECIES: methionine ABC transporter substrate-binding lipoprotein MetQ [Vibrio],1
1585,20,10272.33,1819.494126666667,21,DNA polymerase II [Vibrio furnissii],15
1586,20,1403.277,1143.4267,19,MULTISPECIES: aspartate:alanine antiporter [Serratia],2
1587,20,28780.5,10189.430364285714,21,MULTISPECIES: deoxyribonuclease IV [Vibrio],14
1588,20,2997.09,1881.8566,18,MULTISPECIES: uridine kinase [Serratia],2
1589,20,974.177,943.9768,18,MULTISPECIES: type I pantothenate kinase [Enterobacteriaceae],3
1590,20,13713.99,3181.4090470588235,21,2-iminoacetate synthase ThiH [Vibrio furnissii],17
1591,20,13713.99,2887.620272727273,21,exoribonuclease II [Vibrio furnissii],11
1592,20,13713.99,4321.168228571428,21,MULTISPECIES: DNA mismatch repair endonuclease MutH [Vibrio],7
1593,20,,,13,MULTISPECIES: HPr family phosphocarrier protein [Aeromonas],0
1594,20,980.8116,915.9881333333333,20,MULTISPECIES: DedA family protein [Serratia],6
1595,20,883.5764,883.5764000000001,20,MULTISPECIES: class II fructose-bisphosphate aldolase [Kosakonia],5
1596,20,883.5764,561.0678285714285,20,MULTISPECIES: tRNA 4-thiouridine(8) synthase ThiI [Serratia],7
1597,20,3858.662,1794.64187,19,MULTISPECIES: YciN family protein [Aeromonas],10
1598,20,1817.704,1379.30978,20,MULTISPECIES: GMP reductase [Serratia],5
1599,20,2752.447,1068.5255777777777,21,bifunctional chorismate mutase/prephenate dehydrogenase [Vibrio cholerae],9
1600,20,608.4057,608.4057,16,MULTISPECIES: transcriptional regulator ArgR [Aeromonas],1
1601,20,1228.72,903.5489666666666,21,MULTISPECIES: CDP-diacylglycerol--serine O-phosphatidyltransferase [Vibrio],6
1602,20,3428.529,1559.5033,20,MULTISPECIES: class I adenylate cyclase [Serratia],10
1603,20,3993.322,2950.30705,20,MULTISPECIES: alpha/beta hydrolase YcfP [Serratia],6
1604,20,3428.529,1525.00045,21,MULTISPECIES: flavodoxin FldB [Vibrio],4
1605,20,6680.689,1902.0916333333337,19,MULTISPECIES: xanthine phosphoribosyltransferase [Enterobacteriaceae],12
1606,20,,,20,MULTISPECIES: menaquinone-dependent protoporphyrinogen IX dehydrogenase [Serratia],0
1607,20,984.5185,908.811925,21,MULTISPECIES: 3-deoxy-7-phosphoheptulonate synthase AroG [Vibrio],4
1608,20,6565.992,3612.382,20,MULTISPECIES: transcriptional activator NhaR [Serratia],3
1609,20,651.3941,651.3941,20,MULTISPECIES: pyruvate formate lyase 1-activating protein [Kosakonia],3
1610,20,6565.992,4201.529142857143,18,MULTISPECIES: autonomous glycyl radical cofactor GrcA [Serratia],7
1611,20,3428.529,1190.1391142857142,20,MULTISPECIES: adenine-specific DNA-methyltransferase [Serratia],7
1612,20,2730.077,1074.15558,21,anaerobic ribonucleoside-triphosphate reductase [Vibrio furnissii],10
1613,20,2761.45,2092.2511111111107,21,maltose/maltodextrin ABC transporter substrate-binding protein MalE [Vibrio cholerae],9
1614,20,1961.707,1422.6417000000001,21,MULTISPECIES: YvcK family protein [Vibrio],2
1615,20,13713.99,3621.345275,19,MULTISPECIES: phosphoribulokinase [Serratia],8
1616,20,4545.701,3428.57632,21,MULTISPECIES: 5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase [Vibrio],5
1617,20,13713.99,3038.5247333333336,21,MULTISPECIES: aldo/keto reductase family oxidoreductase [Vibrio],6
1618,20,13713.99,3836.7027900000003,21,"phosphoglucomutase (alpha-D-glucose-1,6-bisphosphate-dependent) [Vibrio furnissii]",10
1619,20,1800.518,1052.9460666666666,20,MULTISPECIES: class II fructose-bisphosphatase [Enterobacteriaceae],6
1620,20,13713.99,13713.99,20,MULTISPECIES: ADP-glyceromanno-heptose 6-epimerase [Enterobacteriaceae],1
1621,20,6565.992,1733.1846666666668,21,MULTISPECIES: bifunctional acetaldehyde-CoA/alcohol dehydrogenase [Vibrio],6
1622,20,4553.39,1251.80016,21,anaerobic ribonucleoside-triphosphate reductase-activating protein [Vibrio cholerae],10
1623,20,4553.39,1215.8749142857143,21,MULTISPECIES: Na+/H+ antiporter family protein [Vibrio],7
1624,20,1737.612,991.5690818181819,17,MULTISPECIES: D-sedoheptulose 7-phosphate isomerase [Serratia],11
1625,20,2213.593,1229.2800181818181,20,MULTISPECIES: maltose ABC transporter permease MalG [Aeromonas],11
1626,20,883.5764,715.2159,18,MULTISPECIES: MurR/RpiR family transcriptional regulator [Aeromonas],2
1627,20,883.5764,831.0979500000001,21,MULTISPECIES: pyruvate kinase PykF [Vibrio],2
1628,20,,,21,"2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase [Vibrio gazogenes]",0
1629,20,2752.447,1254.7311333333334,21,S-ribosylhomocysteine lyase [Vibrio cholerae],3
1630,20,,,17,MULTISPECIES: PTS glucose transporter subunit IIA [Yersiniaceae],0
1631,20,,,21,MULTISPECIES: FMN-binding protein MioC [Gammaproteobacteria],0
1632,20,3661.11,2478.4547142857145,20,MULTISPECIES: chromosome partition protein MukE [Serratia],7
1633,20,,,17,MULTISPECIES: two-component system response regulator ArcA [Serratia],0
1634,20,6680.689,3136.3296333333333,19,MULTISPECIES: uridine phosphorylase [Serratia],3
1635,20,,,20,MULTISPECIES: aquaporin [Serratia],0
1636,20,905.6763,905.6762999999999,15,MULTISPECIES: DNA-binding protein HU-alpha [Aeromonas],10
1637,20,883.5764,883.5764,18,MULTISPECIES: glucosamine-6-phosphate deaminase [Serratia],3
1638,20,8485.756,4436.441666666667,20,MULTISPECIES: RNA chaperone ProQ [Serratia],3
1639,20,,,16,MULTISPECIES: met regulon transcriptional regulator MetJ [Serratia],0
1640,20,1886.732,1038.3522,21,cytidine deaminase [Vibrio furnissii],3
1641,20,3428.529,1321.7770571428573,19,MULTISPECIES: YfcL family protein [Serratia],7
1642,20,13713.99,5160.380933333333,21,"alpha,alpha-phosphotrehalase [Vibrio cholerae]",3
1643,20,13713.99,3498.638369230769,21,MULTISPECIES: deoxyribose-phosphate aldolase [Vibrio],13
1644,20,654.2482,654.2482,21,MULTISPECIES: mannitol-1-phosphate 5-dehydrogenase [Vibrio],2
1645,20,3428.529,1279.866507142857,18,MULTISPECIES: purine-nucleoside phosphorylase [Serratia],14
1646,20,783.823,783.823,21,chromosome partition protein MukB [Vibrio furnissii],3
1647,20,,,21,nucleoid-associated protein YejK [Vibrio cholerae],0
1648,20,766.6232,766.6232,17,MULTISPECIES: YihD family protein [Serratia],1
1649,20,883.5764,883.5764,21,MULTISPECIES: replication initiation negative regulator SeqA [Vibrio],1
1650,20,3428.529,1540.0513999999998,21,MULTISPECIES: YcjX family protein [Vibrio],4
1651,20,,,20,MULTISPECIES: fatty acid metabolism transcriptional regulator FadR [Kosakonia],0
1652,20,980.8116,941.91752,21,sulfurtransferase complex subunit TusC [Vibrio cholerae],5
1653,20,505.8732,505.8732,19,MULTISPECIES: YejL family protein [Serratia],1
1654,20,,,19,MULTISPECIES: iron donor protein CyaY [Kosakonia],0
1655,20,2173.083,1233.6980833333334,21,vitamin B12 ABC transporter permease BtuC [Vibrio cholerae],6
1656,20,2197.646,1151.74822,20,MULTISPECIES: succinate dehydrogenase/fumarate reductase iron-sulfur subunit [Kosakonia],5
1657,20,,,20,MULTISPECIES: PTS trehalose transporter subunit IIBC [Serratia],0
1658,20,908.3955,740.8757666666667,20,MULTISPECIES: membrane-bound lytic murein transglycosylase MltC [Aeromonas],3
1659,20,3428.529,1595.1737600000001,18,MULTISPECIES: elongation factor P-like protein YeiP [Serratia],5
1660,20,3700.972,1674.2112000000002,21,"MULTISPECIES: 1,4-dihydroxy-2-naphthoate polyprenyltransferase [Vibrio]",4
1661,20,13713.99,4187.65085,20,MULTISPECIES: sugar/pyridoxal phosphate phosphatase YigL [Kosakonia],12
1662,20,1143.351,1019.49048,21,MULTISPECIES: PTS glucose transporter subunit IIBC [Vibrio],5
1663,20,883.5764,883.5764,18,MULTISPECIES: envelope stress response membrane protein PspB [Serratia],1
1664,20,1201.671,947.19532,20,MULTISPECIES: peptide ABC transporter permease SapC [Serratia],5
1665,20,13713.99,3712.47304,17,MULTISPECIES: YaeP family protein [Serratia],5
1666,20,8485.756,2288.7577874999997,22,Xaa-Pro aminopeptidase [Acinetobacter bouvetii],8
1667,20,2752.447,1869.5156666666664,21,MULTISPECIES: SprT family zinc-dependent metalloprotease [Vibrio],3
1668,20,752.603,752.603,18,MULTISPECIES: DUF496 family protein [Serratia],1
1669,20,1994.814,1484.000142857143,21,ABC transporter substrate-binding protein [Vibrio cholerae],7
1670,20,3428.529,2122.8015666666665,21,MULTISPECIES: ATP-dependent endonuclease [Vibrio],6
1671,20,3428.529,1185.30065,19,MULTISPECIES: LysR family transcriptional regulator [Serratia],8
