# Species	Genes	Alg.-Conn.	GCF_000009365.1_ASM936v1_protein.faa	GCF_000012305.1_ASM1230v1_protein.faa	GCF_000299335.2_ASM29933v2_protein.faa	GCF_000300005.1_ASM30000v1_protein.faa	GCF_001298525.1_ASM129852v1_protein.faa	GCF_001606025.1_ASM160602v1_protein.faa	GCF_001642805.2_ASM164280v2_protein.faa	GCF_001658025.2_ASM165802v2_protein.faa	GCF_001683395.1_ASM168339v1_protein.faa	GCF_001753085.1_ASM175308v1_protein.faa	GCF_001995825.2_ASM199582v2_protein.faa	GCF_002196515.1_ASM219651v1_protein.faa	GCF_002208765.2_ASM220876v2_protein.faa	GCF_002215585.1_ASM221558v1_protein.faa	GCF_002240035.1_ASM224003v1_protein.faa	GCF_002327105.1_ASM232710v1_protein.faa	GCF_003957745.1_ASM395774v1_protein.faa	GCF_004089895.1_ASM408989v1_protein.faa	GCF_004571195.1_ASM457119v1_protein.faa	GCF_004768745.1_ASM476874v1_protein.faa	GCF_006364355.1_ASM636435v1_protein.faa	GCF_007361795.1_ASM736179v1_protein.faa	GCF_007795095.1_ASM779509v1_protein.faa	GCF_008330085.1_ASM833008v1_protein.faa	GCF_008369605.1_ASM836960v1_protein.faa	GCF_009914475.1_ASM991447v1_protein.faa	GCF_010587385.1_ASM1058738v1_protein.faa	GCF_010918895.1_ASM1091889v1_protein.faa	GCF_011764505.1_ASM1176450v1_protein.faa	GCF_015167415.1_ASM1516741v1_protein.faa	GCF_016026735.1_ASM1602673v1_protein.faa	GCF_016127195.1_ASM1612719v1_protein.faa	GCF_016834455.1_ASM1683445v1_protein.faa	GCF_017309605.1_ASM1730960v1_protein.faa	GCF_017310215.1_ASM1731021v1_protein.faa	GCF_017354925.1_ASM1735492v1_protein.faa	GCF_018139125.1_ASM1813912v1_protein.faa	GCF_018324105.1_ASM1832410v1_protein.faa	GCF_019343495.1_ASM1934349v1_protein.faa	GCF_019670705.1_ASM1967070v1_protein.faa	GCF_020149575.1_ASM2014957v1_protein.faa	GCF_020405345.1_ASM2040534v1_protein.faa	GCF_900187015.1_50465_F01_protein.faa	GCF_900637545.1_51438_G01_protein.faa	GCF_904848165.1_ASM90484816v1_protein.faa
45	72	0.214	WP_008930504.1,WP_011588406.1	WP_011281297.1	WP_008732971.1	WP_014996495.1	WP_062534155.1	WP_010197981.1	WP_004940327.1,WP_004847623.1	WP_002891893.1,WP_002438074.1	WP_002891893.1,WP_002438074.1	WP_011213200.1	WP_004738609.1,WP_017056636.1	WP_021020598.1,WP_088133439.1	WP_011514651.1	WP_033537934.1,WP_033539833.1	WP_094090327.1	WP_096008039.1,WP_096296768.1	WP_126166064.1,WP_126165812.1	WP_023478250.1,WP_023481188.1	WP_028385984.1	WP_004940327.1,WP_004847623.1	WP_038150877.1,WP_004729026.1	WP_058500529.1	WP_132998728.1	WP_002891893.1,WP_002438074.1	WP_000767166.1,WP_000717795.1	WP_004650081.1	WP_164649095.1,WP_164648875.1	WP_004281042.1	WP_173237937.1	WP_002891893.1,WP_002438074.1	WP_004847623.1,WP_004949337.1	WP_033114048.1,WP_005308848.1	WP_011759051.1,WP_011758768.1	WP_004940327.1,WP_004847623.1	WP_011704615.1,WP_005308848.1	WP_207322210.1,WP_207320781.1	WP_004281042.1	WP_004650081.1	WP_004281042.1	WP_100142136.1,WP_221049609.1	WP_005904813.1,WP_005895417.1	WP_005308655.1,WP_005308848.1	WP_004847623.1,WP_004949337.1	WP_011704615.1,WP_005308848.1	WP_131669382.1
45	46	0.742	WP_041704685.1	WP_011279350.1	WP_041025913.1	WP_014992843.1	WP_062534412.1	WP_062843496.1	WP_019456130.1	WP_064563276.1	WP_065369505.1	WP_015444405.1	WP_077680938.1	WP_088134084.1	WP_011512420.1	WP_088903793.1	WP_094091416.1	WP_096299812.1	WP_126168188.1	WP_128482003.1	WP_028386903.1	WP_015379276.1	WP_004728587.1	WP_143868843.1	WP_168198982.1	WP_149288222.1	WP_069213161.1	WP_127800781.1	WP_164647203.1	WP_154320142.1,WP_163164405.1	WP_173237606.1	WP_097399956.1	WP_062779270.1	WP_042030494.1	WP_203324911.1	WP_160204665.1	WP_206818778.1	WP_207324606.1	WP_004933517.1	WP_018572692.1	WP_219307865.1	WP_221050437.1	WP_042041123.1	WP_226014281.1	WP_095099581.1	WP_042651655.1	WP_201498236.1
45	46	0.708	WP_167521330.1	WP_011280695.1	WP_008736968.1	WP_014995253.1,WP_014996435.1	WP_062533483.1	WP_062844213.1	WP_019454410.1	WP_064565023.1	WP_065370532.1	WP_010947539.1	WP_077680190.1	WP_088134330.1	WP_011513916.1	WP_033539544.1	WP_094090410.1	WP_096300396.1	WP_164551171.1	WP_054804167.1	WP_028386921.1	WP_033633709.1	WP_004726629.1	WP_143868763.1	WP_144889942.1	WP_149288529.1	WP_172626002.1	WP_160241091.1	WP_164648754.1	WP_163165223.1	WP_173237547.1	WP_017459824.1	WP_054304905.1	WP_042030943.1	WP_203324063.1	WP_069100909.1	WP_206817293.1	WP_207324019.1	WP_212515340.1	WP_005008036.1	WP_219308668.1	WP_100142709.1	WP_224432842.1	WP_005300966.1	WP_061798453.1	WP_042654778.1	WP_201497459.1
45	46	0.625	WP_011589997.1	WP_011281279.1	WP_008734522.1	WP_014996727.1	WP_062534126.1	WP_062845635.1	WP_004933813.1	WP_064568911.1	WP_017458048.1	WP_010948666.1	WP_009848119.1	WP_021021401.1	WP_011514633.1	WP_033538964.1	WP_094089772.1	WP_096296441.1	WP_126168841.1	WP_042714841.1	WP_028385824.1	WP_033631385.1	WP_004728708.1,WP_004727734.1	WP_058503068.1	WP_144891290.1	WP_007369373.1	WP_000190491.1	WP_104490036.1	WP_164646969.1	WP_004895294.1	WP_173238374.1	WP_017458048.1	WP_015962436.1	WP_026455856.1	WP_203325516.1	WP_004933813.1	WP_005307215.1	WP_207321426.1	WP_004665200.1	WP_005012065.1	WP_004644863.1	WP_100143507.1	WP_042044021.1	WP_005307215.1	WP_061800277.1	WP_042651591.1	WP_201498494.1
45	46	0.538	WP_011587843.1	WP_011280199.1	WP_008738289.1	WP_014995899.1	WP_062533032.1	WP_062844710.1	WP_019453137.1	WP_064563372.1	WP_017457326.1	WP_010946576.1	WP_017055323.1	WP_021019057.1	WP_011513823.1	WP_033539426.1	WP_094090565.1	WP_096299507.1	WP_126168267.1	WP_023481006.1	WP_028386562.1	WP_033632015.1	WP_004728665.1	WP_143869543.1	WP_144890761.1	WP_007369902.1	WP_001120614.1	WP_005178820.1	WP_204274541.1	WP_163166355.1	WP_173236765.1	WP_017457326.1	WP_054307544.1	WP_042030126.1	WP_203324991.1	WP_033644492.1	WP_206818907.1	WP_207320880.1	WP_025094713.1	WP_005010471.1	WP_228738664.1	WP_188726021.1	WP_042041912.1	WP_139397670.1	WP_061797105.1	WP_042653298.1	WP_201499630.1,WP_201498166.1
45	46	0.487	WP_011589527.1	WP_011281257.1	WP_041025849.1	WP_014992996.1	WP_062534080.1	WP_062845615.1,WP_062844967.1	WP_019455285.1	WP_064568853.1	WP_065369802.1	WP_010948615.1	WP_017055575.1	WP_021021195.1	WP_011514612.1	WP_033539491.1	WP_094089791.1	WP_096300165.1	WP_126168379.1	WP_094419083.1	WP_028386222.1	WP_004934456.1	WP_004724326.1	WP_143865481.1	WP_144891922.1	WP_007369134.1	WP_000099889.1	WP_005180188.1	WP_164649501.1	WP_005222033.1	WP_173238311.1	WP_065369802.1	WP_015344202.1	WP_033112884.1	WP_203325091.1	WP_033644968.1	WP_011704121.1	WP_207321070.1	WP_004932804.1	WP_005007323.1	WP_219308353.1	WP_100141852.1	WP_042039594.1	WP_017788473.1	WP_061798735.1	WP_042651799.1	WP_227676797.1
45	46	0.403	WP_035461824.1	WP_011281267.1	WP_008736147.1	WP_014992835.1	WP_062534101.1	WP_062845625.1	WP_019455037.1	WP_064568456.1	WP_017457890.1	WP_010946061.1	WP_077679927.1	WP_088133679.1	WP_011514622.1	WP_088905352.1	WP_094091999.1	WP_245815796.1	WP_126168008.1	WP_023480281.1	WP_028387236.1	WP_033631766.1	WP_004723691.1	WP_143865628.1	WP_144892739.1	WP_007373107.1	WP_000973540.1	WP_016658548.1	WP_164647314.1	WP_163167269.1	WP_173235945.1	WP_193821774.1	WP_171020784.1	WP_042029858.1	WP_203324775.1	WP_033637073.1	WP_011707142.1	WP_207322020.1	WP_151977674.1	WP_005007306.1	WP_004729503.1,WP_219308348.1	WP_100142619.1	WP_224432241.1	WP_017784135.1	WP_061794927.1	WP_033129976.1	WP_201498507.1
45	46	0.4	WP_011588446.1	WP_011280904.1	WP_008736792.1	WP_014994288.1	WP_084785834.1	WP_062845216.1	WP_004941087.1	WP_016495811.1	WP_016495811.1	WP_010946916.1	WP_171351091.1	WP_088133386.1	WP_011514194.1	WP_033537351.1	WP_094091123.1	WP_096297486.1	WP_126167727.1	WP_076769943.1	WP_028386971.1	WP_004941087.1	WP_004724752.1	WP_143868556.1	WP_144890340.1	WP_007371863.1	WP_000400335.1	WP_005178509.1	WP_164647662.1	WP_076753679.1	WP_173236527.1	WP_016495811.1	WP_015672646.1	WP_041210704.1	WP_203324547.1	WP_004941087.1	WP_011706931.1	WP_207320475.1	WP_004937268.1	WP_005009300.1	WP_004278721.1	WP_221050626.1	WP_042040827.1	WP_005298479.1	WP_061799135.1	WP_042652662.1	WP_201498165.1,WP_201499100.1
45	46	0.366	WP_011588742.1	WP_187147120.1	WP_008735937.1	WP_014994971.1	WP_227514282.1	WP_228139936.1	WP_049242960.1	WP_064566050.1	WP_065368393.1	WP_010947035.1	WP_077680252.1	WP_088134491.1	WP_181210862.1	WP_088905906.1	WP_094090706.1	WP_096297537.1	WP_126167284.1	WP_023478707.1	WP_028386380.1	WP_016927517.1	WP_004726287.1	WP_143867733.1	WP_144893538.1	WP_007371920.1	WP_119788674.1	WP_160241006.1,WP_160241399.1	WP_164647928.1	WP_004816119.1	WP_173236902.1	WP_086868667.1	WP_015672525.1	WP_005347359.1	WP_203324137.1	WP_170852993.1	WP_017410364.1	WP_228289598.1	WP_004933113.1	WP_005012744.1	WP_219308491.1	WP_221050914.1	WP_224432524.1	WP_024944099.1	WP_061795088.1	WP_042654999.1	WP_201497784.1
45	46	0.364	WP_011589999.1	WP_011281281.1	WP_008734518.1	WP_014996729.1	WP_062534130.1	WP_062845637.1	WP_004933808.1	WP_007369371.1	WP_017458046.1	WP_010948668.1	WP_004735737.1	WP_027694350.1	WP_011514635.1	WP_088905821.1	WP_094089770.1	WP_096296443.1	WP_126168843.1	WP_042714836.1	WP_028385822.1	WP_004933808.1	WP_038152645.1,WP_004727736.1	WP_143865959.1	WP_144891294.1	WP_007369371.1	WP_001176739.1	WP_005181412.1	WP_164646968.1	WP_163164578.1	WP_173238376.1	WP_017458046.1	WP_015962434.1	WP_042031086.1	WP_011761752.1	WP_122016995.1	WP_011707910.1	WP_207321428.1	WP_004941557.1	WP_005012068.1	WP_004644861.1	WP_039035952.1	WP_042044019.1	WP_010635591.1	WP_061800275.1	WP_042651589.1	WP_201498492.1
45	46	0.257	WP_011589515.1	WP_041757707.1	WP_041025861.1	WP_014994021.1,WP_026948244.1	WP_062536781.1	WP_062844756.1	WP_016926766.1	WP_064564607.1	WP_065370397.1	WP_010946388.1	WP_077680957.1	WP_088134045.1	WP_041753050.1	WP_088903666.1	WP_094092245.1	WP_096297005.1	WP_126169302.1	WP_023481217.1	WP_028387291.1	WP_004936542.1	WP_004728522.1	WP_143869217.1	WP_144891341.1	WP_035888075.1	WP_001278588.1	WP_104488292.1	WP_164649475.1	WP_008302352.1	WP_173236382.1	WP_097400312.1	WP_062779333.1	WP_042029500.1	WP_203325866.1	WP_016926766.1	WP_206819010.1	WP_207324767.1	WP_004938572.1	WP_005008542.1	WP_004645736.1	WP_221049904.1	WP_224431535.1	WP_043170551.1	WP_095098647.1	WP_042654427.1	WP_201499479.1
45	46	0.218	WP_041704932.1	WP_011279959.1	WP_008735406.1	WP_014994728.1	WP_062536388.1	WP_062844058.1	WP_004940177.1	WP_007373630.1	WP_020456848.1	WP_010947028.1	WP_017056435.1	WP_021020040.1	WP_011512991.1	WP_033537662.1	WP_094092277.1	WP_096298553.1	WP_126166346.1	WP_042717786.1	WP_028386383.1	WP_004940177.1	WP_004726573.1	WP_143867660.1	WP_144889520.1	WP_007373630.1	WP_000126770.1	WP_005176331.1	WP_164648457.1	WP_004810794.1	WP_173236897.1	WP_086871209.1	WP_054305926.1	WP_042032316.1	WP_203326537.1	WP_004940177.1	WP_017411050.1	WP_207325857.1	WP_212515724.1,WP_004939760.1	WP_005008308.1	WP_004646309.1	WP_100142400.1	WP_042042858.1	WP_005300012.1	WP_095096107.1	WP_042652335.1	WP_201497322.1
45	46	0.217	WP_011587620.1	WP_011280628.1	WP_008733152.1	WP_014996176.1	WP_062536245.1	WP_062844748.1	WP_019453344.1	WP_064563388.1	WP_065369458.1	WP_010948482.1	WP_017056667.1	WP_088134148.1	WP_011513345.1	WP_232479546.1	WP_094089971.1	WP_096297540.1	WP_126166086.1	WP_054802975.1	WP_028385968.1	WP_004933522.1	WP_004728960.1	WP_143866326.1	WP_144893545.1	WP_149288230.1	WP_032475274.1	WP_045796225.1	WP_164649063.1	WP_163167533.1	WP_173238168.1	WP_086870095.1	WP_054307476.1	WP_042032158.1	WP_203326292.1,WP_203324240.1	WP_033648671.1	WP_171281122.1	WP_207325617.1	WP_004933937.1	WP_005006752.1	WP_004281334.1	WP_221049625.1	WP_224432312.1	WP_005298142.1	WP_061799946.1	WP_042652790.1	WP_201499495.1
45	46	0.21	WP_007151035.1	WP_010197960.1	WP_008734510.1	WP_022997368.1	WP_025651437.1	WP_010197960.1	WP_004093904.1	WP_007369368.1	WP_007369368.1	WP_196508401.1	WP_004411110.1	WP_021021406.1	WP_010197960.1	WP_011639455.1	WP_197541155.1	WP_096296446.1	WP_011761755.1	WP_007369368.1	WP_197541155.1	WP_004093904.1	WP_002540812.1,WP_004727739.1	WP_202967208.1	WP_144891300.1	WP_007369368.1	WP_000450922.1	WP_000424060.1	WP_164646964.1	WP_000424060.1	WP_197541222.1	WP_007369368.1	WP_004093904.1	WP_005307205.1	WP_011761755.1	WP_004093904.1	WP_005307205.1	WP_011761755.1	WP_000424060.1	WP_000424060.1	WP_000424060.1	WP_025011729.1	WP_005893179.1	WP_005307205.1	WP_004093904.1	WP_005307205.1	WP_201498489.1
45	46	0.163	WP_011588304.1	WP_011280398.1	WP_008735275.1	WP_014994174.1	WP_062533213.1	WP_062844549.1	WP_048234659.1	WP_051643997.1	WP_017457963.1	WP_010947248.1	WP_017056620.1	WP_021020567.1	WP_011513626.1	WP_033537836.1	WP_094090892.1	WP_096298665.1	WP_126165908.1	WP_076768882.1	WP_028386175.1	WP_048234659.1	WP_004729056.1	WP_058502290.1	WP_144893140.1	WP_051643997.1	WP_000683351.1	WP_005181088.1	WP_164649120.1	WP_004813981.1	WP_173237329.1,WP_173237235.1	WP_017457963.1	WP_015673748.1	WP_005343302.1	WP_203326127.1	WP_048234659.1	WP_011707288.1	WP_207320682.1	WP_004933458.1	WP_005006503.1	WP_004647133.1	WP_025010043.1	WP_005897830.1	WP_005304637.1	WP_071827054.1	WP_042653310.1	WP_201497114.1
45	46	0.134	WP_011589411.1	WP_011281351.1	WP_041026020.1	WP_014993263.1	WP_062534250.1	WP_062845718.1	WP_025159696.1	WP_007374644.1	WP_065368666.1	WP_015443963.1	WP_077680303.1	WP_021019839.1,WP_088134944.1	WP_011514719.1	WP_088904595.1	WP_094090162.1	WP_096299334.1	WP_126166927.1	WP_094420089.1	WP_028387282.1	WP_015377696.1	WP_004727971.1	WP_143865331.1	WP_144892993.1	WP_149288885.1	WP_001121787.1	WP_016659522.1	WP_164650755.1	WP_163167096.1	WP_173238047.1	WP_193822435.1	WP_015672099.1	WP_033112468.1	WP_203327010.1	WP_025159696.1	WP_011706169.1	WP_207326159.1	WP_004940482.1	WP_005007523.1	WP_071850399.1	WP_100143702.1	WP_224432854.1	WP_226014493.1	WP_061795482.1	WP_042652214.1	WP_201498363.1
45	45	0.847	WP_041705132.1	WP_011279519.1	WP_008739167.1	WP_014992599.1	WP_157049348.1	WP_208855365.1	WP_004934345.1	WP_007369694.1	WP_017459575.1	WP_013101924.1	WP_017055518.1	WP_021021150.1	WP_011512600.1	WP_033540268.1	WP_094090201.1	WP_096297205.1	WP_126168640.1	WP_023482062.1	WP_028387249.1	WP_004934345.1	WP_038150731.1	WP_058502969.1	WP_144892055.1	WP_007369694.1	WP_000184359.1	WP_005177101.1	WP_164647099.1	WP_004894167.1	WP_173238005.1	WP_017459575.1	WP_015344177.1	WP_041209606.1	WP_203325349.1	WP_004934345.1	WP_011704351.1	WP_207321291.1	WP_004936628.1	WP_005010630.1	WP_004280101.1	WP_028780766.1	WP_224431790.1	WP_005308053.1	WP_061798778.1	WP_042651858.1	WP_227676415.1
45	45	0.841	WP_011589994.1	WP_011281328.1	WP_008734528.1	WP_041717180.1	WP_062534213.1	WP_062845692.1	WP_025160296.1	WP_064568915.1	WP_065370662.1	WP_010948523.1	WP_017055996.1	WP_088133654.1	WP_011514702.1	WP_033538966.1	WP_094089891.1	WP_096296430.1	WP_126168836.1	WP_128483956.1	WP_028386729.1	WP_004933817.1	WP_004724234.1	WP_143866194.1	WP_144891259.1	WP_007369381.1	WP_000334139.1	WP_075167635.1	WP_164649192.1	WP_163164523.1	WP_173238217.1	WP_193821482.1	WP_054306063.1	WP_005342365.1	WP_203325512.1	WP_033645156.1	WP_206819033.1	WP_207325053.1	WP_151815482.1	WP_005012215.1	WP_219307729.1	WP_221050121.1	WP_042044027.1	WP_017785154.1	WP_061800279.1	WP_042651598.1	WP_201498418.1
45	45	0.839	WP_011589026.1	WP_011280759.1	WP_008735074.1	WP_014995308.1	WP_204247959.1	WP_062844147.1	WP_004928267.1	WP_017456188.1	WP_017456188.1	WP_010947150.1	WP_017057038.1	WP_021020081.1	WP_011513998.1	WP_033540519.1	WP_094090743.1	WP_096298917.1	WP_126166895.1	WP_023481457.1	WP_028386170.1	WP_004928267.1	WP_004726493.1	WP_143867936.1	WP_144889557.1	WP_017456188.1	WP_000140318.1	WP_005177527.1	WP_164650659.1	WP_004815604.1	WP_173236998.1	WP_017456188.1	WP_041411759.1	WP_005299919.1	WP_203326981.1	WP_004928267.1	WP_011705690.1	WP_207323043.1	WP_004938702.1	WP_005009040.1	WP_004278854.1	WP_025010414.1	WP_042042919.1	WP_005299919.1	WP_061798056.1	WP_042652350.1	WP_201497276.1
45	45	0.838	WP_011588776.1	WP_011279416.1	WP_008735842.1	WP_014995018.1	WP_062534527.1	WP_062843558.1	WP_015376977.1	WP_035885971.1	WP_017455942.1	WP_010946280.1	WP_017056410.1	WP_088133319.1	WP_011512487.1	WP_033539617.1	WP_094090026.1	WP_096298469.1	WP_126166583.1	WP_076769564.1	WP_028385879.1	WP_033633906.1	WP_004724573.1	WP_058501583.1	WP_144893691.1	WP_007373907.1	WP_002053240.1	WP_104471741.1	WP_164648784.1	WP_103800602.1	WP_173237982.1	WP_020457054.1	WP_015671357.1	WP_042032075.1	WP_203326710.1	WP_033642197.1	WP_011705800.1	WP_207322689.1	WP_004940933.1	WP_005008262.1	WP_004279435.1	WP_221050868.1	WP_224430440.1	WP_005300217.1	WP_061800005.1	WP_042653608.1	WP_201498172.1
45	45	0.832	WP_035460691.1	WP_011279687.1	WP_008737382.1	WP_229682949.1	WP_062535086.1	WP_062843862.1	WP_049241937.1	WP_007373035.1	WP_017457835.1	WP_010946608.1	WP_017056684.1	WP_021020655.1	WP_011512790.1	WP_033537411.1	WP_094091179.1	WP_096299596.1	WP_126166097.1	WP_054802772.1	WP_028387127.1	WP_004933094.1	WP_004728923.1	WP_143868647.1	WP_144890828.1	WP_090132666.1	WP_000108381.1	WP_160240962.1	WP_164649010.1	WP_163167186.1	WP_173236792.1	WP_086870377.1	WP_054307739.1	WP_042030672.1	WP_203326302.1	WP_033641789.1	WP_011704687.1	WP_207322238.1	WP_025095861.1	WP_005007390.1	WP_004647433.1	WP_221049621.1	WP_042040473.1	WP_017782621.1	WP_061794870.1	WP_042651817.1	WP_201497834.1
45	45	0.831	WP_011587628.1	WP_011279387.1	WP_008733170.1	WP_014996167.1	WP_062536576.1	WP_062843527.1	WP_019453336.1	WP_043956403.1	WP_065369453.1	WP_010948458.1	WP_017056673.1	WP_021020620.1	WP_011512455.1	WP_088904102.1	WP_094089994.1	WP_096297559.1	WP_126166096.1	WP_076769249.1	WP_028385943.1	WP_004933498.1	WP_004728946.1	WP_143866351.1	WP_144893593.1	WP_007369932.1	WP_000462070.1	WP_171065134.1	WP_164649022.1	WP_171063225.1	WP_173238144.1	WP_017457358.1	WP_015670617.1	WP_042032156.1	WP_203326300.1	WP_016929321.1	WP_011707071.1	WP_207325620.1	WP_171304790.1	WP_018572722.1	WP_171054287.1	WP_071238059.1	WP_042041331.1	WP_005298164.1	WP_061799858.1	WP_042652783.1	WP_201500090.1
45	45	0.831	WP_011587892.1	WP_011279556.1	WP_008739558.1	WP_167321235.1	WP_062534847.1	WP_062843718.1	WP_025159645.1	WP_043954999.1	WP_065369300.1	WP_010947192.1	WP_077679972.1	WP_088133539.1	WP_011512646.1	WP_088905563.1	WP_094090915.1	WP_096297256.1	WP_126169199.1	WP_094422787.1	WP_028387154.1	WP_135637781.1	WP_004724113.1	WP_143867996.1	WP_144892569.1	WP_007373157.1	WP_054104085.1	WP_160241013.1	WP_164647423.1	WP_163165061.1	WP_173237167.1	WP_193821792.1	WP_054305896.1	WP_042033186.1	WP_203325795.1	WP_042783690.1	WP_011707576.1	WP_207325258.1	WP_212515057.1	WP_005012773.1	WP_219307220.1	WP_221050284.1	WP_224431927.1	WP_226014234.1	WP_061794972.1	WP_042653215.1	WP_201498012.1
45	45	0.83	WP_011587697.1	WP_011279797.1	WP_008739978.1	WP_014996100.1	WP_062533668.1	WP_062843940.1	WP_004929756.1	WP_001096200.1	WP_001096200.1	WP_010946090.1	WP_004736744.1	WP_021019654.1	WP_011512858.1	WP_011863978.1	WP_094091976.1	WP_096297417.1	WP_011758346.1	WP_023479410.1	WP_028386038.1	WP_004929756.1	WP_004728609.1	WP_058502175.1	WP_144892875.1	WP_001096200.1	WP_001096208.1	WP_005180272.1	WP_164647223.1	WP_004809796.1	WP_173235994.1	WP_001096200.1	WP_004956175.1	WP_033115585.1	WP_011758346.1	WP_004929756.1	WP_005331162.1	WP_207321629.1	WP_004934541.1	WP_005012973.1	WP_004645057.1	WP_025011968.1	WP_005890912.1	WP_005307978.1	WP_061800465.1	WP_042652871.1	WP_201497752.1
45	45	0.828	WP_011587745.1	WP_041757460.1	WP_008739927.1	WP_014996041.1	WP_062535058.1	WP_062843843.1	WP_063918137.1	WP_064568469.1	WP_065369330.1	WP_010946672.1	WP_077680012.1	WP_021020687.1	WP_011512770.1	WP_088905187.1	WP_094090527.1	WP_222843144.1	WP_126166054.1	WP_128483665.1	WP_028387400.1	WP_033631759.1	WP_004728878.1	WP_143868420.1	WP_246120984.1	WP_149289172.1	WP_149560469.1	WP_075167934.1	WP_164647435.1	WP_163167659.1	WP_173237379.1	WP_193821769.1	WP_054305904.1	WP_042030735.1	WP_203326263.1	WP_033641818.1	WP_044799149.1	WP_207325595.1	WP_212515201.1	WP_005006545.1	WP_219307916.1	WP_221050693.1	WP_224431307.1	WP_043169261.1	WP_061794911.1	WP_042652131.1	WP_201497857.1
45	45	0.827	WP_011588445.1	WP_011280905.1	WP_035204476.1	WP_014994287.1	WP_062535478.1	WP_062845217.1	WP_004932674.1	WP_035889482.1	WP_017458748.1	WP_010946915.1	WP_017056574.1	WP_021020524.1	WP_011514195.1	WP_033538579.1	WP_232505612.1	WP_096300384.1	WP_126166166.1	WP_023479487.1	WP_028386970.1	WP_004932674.1	WP_004729128.1	WP_143868558.1	WP_144890345.1	WP_035889482.1	WP_000210846.1	WP_005178510.1	WP_164647376.1	WP_163165833.1	WP_173236526.1	WP_017458748.1	WP_054305142.1	WP_033113091.1	WP_203326364.1	WP_004932674.1	WP_017410643.1	WP_207324354.1	WP_004927357.1	WP_005009298.1	WP_004278723.1	WP_221050727.1	WP_042042981.1	WP_005309423.1	WP_061795003.1	WP_042653042.1	WP_201500272.1
45	45	0.826	WP_011587740.1	WP_011280769.1	WP_008739943.1	WP_014996046.1	WP_062535894.1	WP_062844139.1	WP_004933553.1	WP_064563382.1	WP_065369462.1	WP_010948349.1	WP_017055967.1	WP_021019785.1	WP_011514008.1	WP_033537954.1	WP_094091725.1	WP_096297601.1	WP_126168011.1	WP_128482032.1	WP_028386813.1	WP_004933553.1	WP_004723698.1	WP_143866490.1	WP_144890106.1	WP_007369916.1	WP_000673585.1	WP_005176732.1	WP_164647311.1	WP_004894010.1	WP_173236165.1	WP_086870080.1	WP_054307470.1	WP_041210430.1	WP_011760935.1	WP_033641651.1	WP_011704870.1	WP_207325479.1	WP_004939203.1	WP_005008848.1	WP_004646519.1	WP_221050569.1	WP_042040958.1	WP_017763857.1	WP_061799933.1	WP_042654243.1	WP_201497283.1
45	45	0.822	WP_011587649.1	WP_011279473.1	WP_008739689.1	WP_014996141.1	WP_062534646.1	WP_062843618.1	WP_015376661.1	WP_064568399.1	WP_065369278.1	WP_015444486.1	WP_060468550.1	WP_021020602.1	WP_011512545.1	WP_088905237.1	WP_094090869.1	WP_096296614.1	WP_126165974.1	WP_042711954.1	WP_028387069.1	WP_033631796.1	WP_004728988.1	WP_058502274.1	WP_144892392.1	WP_007373208.1	WP_000167257.1	WP_075166927.1	WP_164649077.1	WP_163166489.1	WP_173237115.1	WP_193821812.1	WP_054306258.1	WP_042030307.1	WP_203326184.1	WP_015376661.1	WP_206818754.1	WP_207325554.1	WP_025094260.1	WP_005010543.1	WP_219309622.1	WP_221050659.1	WP_224432109.1	WP_201882850.1	WP_061794984.1	WP_042652976.1	WP_201498113.1
45	45	0.82	WP_041704981.1	WP_011280726.1	WP_008737127.1	WP_014995430.1	WP_062535977.1	WP_062844176.1	WP_025159655.1	WP_064564216.1	WP_065370241.1	WP_010947525.1	WP_077680855.1	WP_088133576.1	WP_011513964.1	WP_088905115.1	WP_094090425.1	WP_096297494.1	WP_126169394.1	WP_128482273.1	WP_028387435.1	WP_135637792.1	WP_004723850.1	WP_143868398.1	WP_144890029.1	WP_149288419.1	WP_060780108.1	WP_171502411.1	WP_164649153.1	WP_171521702.1	WP_173237535.1	WP_193821033.1	WP_054307311.1	WP_042033273.1	WP_203327124.1	WP_033641907.1	WP_206818825.1	WP_207324346.1	WP_119025804.1	WP_171065515.1	WP_219308990.1	WP_221050731.1	WP_224432013.1	WP_019838968.1	WP_095095818.1	WP_042652048.1	WP_201497243.1
45	45	0.818	WP_011589455.1	WP_011279446.1	WP_008733449.1	WP_014993178.1	WP_062534589.1	WP_062845788.1	WP_025159620.1	WP_064569081.1	WP_017457851.1	WP_010946440.1	WP_017056147.1	WP_021020672.1	WP_011512518.1	WP_088905131.1	WP_094091547.1	WP_096297232.1	WP_126166146.1	WP_054802777.1	WP_028386320.1	WP_015376600.1	WP_004728847.1	WP_143868880.1	WP_144892510.1	WP_035943508.1	WP_000852863.1	WP_005180550.1	WP_164647448.1	WP_004810042.1	WP_173237747.1	WP_097401222.1	WP_054307751.1	WP_042031698.1	WP_203326346.1	WP_025159620.1	WP_016349627.1	WP_207325642.1	WP_025094646.1	WP_004691537.1	WP_004281122.1	WP_221050747.1	WP_224432251.1	WP_005304135.1	WP_061794885.1	WP_042654228.1	WP_201498140.1
